iter	Logloss
193	0.3031848383
194	0.3026558715
195	0.3021419798
196	0.3017723282
197	0.3013773916
198	0.3007024964
199	0.3000372961
200	0.2998708064
201	0.2997596968
202	0.2993554798
203	0.298865377
204	0.2982461341
205	0.2981082478
206	0.2975465321
207	0.2972386536
208	0.2966084188
209	0.2960354833
210	0.2956806316
211	0.295392578
212	0.2950314223
213	0.2947165927
214	0.293961389
215	0.2934807347
216	0.2932889375
217	0.2931035816
218	0.2925886004
219	0.2920821843
220	0.2918226284
221	0.2915135421
222	0.2910709273
223	0.2907749779
224	0.2902223722
225	0.2897041718
226	0.2891124882
227	0.2887106333
228	0.2882073365
229	0.2877272166
230	0.2876345817
231	0.2872947239
232	0.2869636302
233	0.2868426791
234	0.2865612831
235	0.2861818135
236	0.2857831057
237	0.2854675806
238	0.2850567719
239	0.2848744562
240	0.2843872678
241	0.2839511833
242	0.283457065
243	0.2831169148
244	0.2825966131
245	0.2820737516
246	0.2819745287
247	0.2816136091
248	0.2813011928
249	0.2808658237
250	0.2804798748
251	0.2800620423
252	0.2795302516
253	0.2790293319
254	0.2789520503
255	0.2787775129
256	0.2780704609
257	0.2775857825
258	0.2770852425
259	0.2769296095
260	0.2765718827
261	0.2763515167
262	0.2760893457
263	0.2758598819
264	0.2751969543
265	0.2748277903
266	0.274555594
267	0.2742851065
268	0.273975179
269	0.2734696246
270	0.2729619071
271	0.2725493613
272	0.2721640485
273	0.2717278748
274	0.2713490769
275	0.271079155
276	0.2706484385
277	0.2702666504
278	0.2697794544
279	0.2694630968
280	0.2691489564
281	0.2688949755
282	0.2686114203
283	0.2682513654
284	0.2679681336
285	0.2677551101
286	0.2672979458
287	0.266861569
288	0.2666389165
289	0.2662873859
290	0.2657884382
291	0.2655965149
292	0.2654420228
293	0.2652903626
294	0.2649832218
295	0.264784818
296	0.2644606971
297	0.2641996438
298	0.2640333096
299	0.2639401556
300	0.2633633311
301	0.2632214345
302	0.2628653853
303	0.262649564
304	0.2625696863
305	0.2624429438
306	0.2623294226
307	0.2621574136
308	0.2619576753
309	0.2617113383
310	0.2615004391
311	0.2613478719
312	0.2612272316
313	0.2609286659
314	0.2607502157
315	0.2604116556
316	0.2599911061
317	0.259895042
318	0.2597136858
319	0.2596159307
320	0.2592442066
321	0.2589042521
322	0.2587523759
323	0.258566541
324	0.2582643408
325	0.2580048798
326	0.2578737836
327	0.2574930695
328	0.2574087217
329	0.2570693002
330	0.2567808733
331	0.2567177173
332	0.2564800293
333	0.256245056
334	0.2560703543
335	0.2557947576
336	0.2552377048
337	0.2550791416
338	0.2545749766
339	0.2542863652
340	0.2540719801
341	0.2540055771
342	0.2539369254
343	0.253696422
344	0.2533891826
345	0.2530256229
346	0.2525437592
347	0.2524526158
348	0.252331996
349	0.252133247
350	0.2516542167
351	0.2514746616
352	0.2513796204
353	0.2511709749
354	0.2509639462
355	0.2509054844
356	0.2507440141
357	0.2505020786
358	0.2504384737
359	0.2502709385
360	0.25016436
361	0.2497361959
362	0.2496009025
363	0.2491727724
364	0.2488959208
365	0.2487811996
366	0.2484793027
367	0.2480459638
368	0.247806977
369	0.2475171176
370	0.2472975312
371	0.2469032435
372	0.2468350738
373	0.2467061592
374	0.2465840745
375	0.2464798153
376	0.2464019687
377	0.2460170854
378	0.2456301832
379	0.2454292495
380	0.2452639333
381	0.2451540023
382	0.2451183173
383	0.2449666898
384	0.2448271098
385	0.244454354
386	0.2442771626
387	0.2440406932
388	0.2439405499
389	0.2438020327
390	0.2436794975
391	0.2436032146
392	0.2433885839
393	0.2431847058
394	0.2429997877
395	0.2428368213
396	0.2426446897
397	0.2425820724
398	0.2424319804
399	0.2421633225
400	0.2418757313
401	0.2417676314
402	0.2415259176
403	0.2412644785
404	0.2411515565
405	0.2410110517
406	0.240779405
407	0.2405104817
408	0.2402739811
409	0.2398077525
410	0.2394357853
411	0.2392990472
412	0.2391014809
413	0.2387951143
414	0.2384322833
415	0.2382984234
416	0.2380079326
417	0.2378880062
418	0.2375486661
419	0.2373706972
420	0.2372786427
421	0.236975097
422	0.2368662726
423	0.2366307118
424	0.2365637643
425	0.2364940082
426	0.2361374965
427	0.2360594663
428	0.2357848947
429	0.235609206
430	0.2353521634
431	0.2350409715
432	0.2348768133
433	0.2345974434
434	0.2342185588
435	0.2339228796
436	0.2338397941
437	0.2336206346
438	0.2334519601
439	0.233148698
440	0.2328975266
441	0.2325252751
442	0.2322663644
443	0.2319624036
444	0.2317226127
445	0.231393835
446	0.2312280602
447	0.2309961078
448	0.2309215843
449	0.2307015258
450	0.2303488928
451	0.2300045054
452	0.2298012596
453	0.2297334589
454	0.2293955664
455	0.2293133452
456	0.2292259768
457	0.2287489941
458	0.2283339442
459	0.2280557434
460	0.2276214658
461	0.2272869133
462	0.2270115093
463	0.226769734
464	0.226448813
465	0.2261839377
466	0.2258930504
467	0.2255698436
468	0.2252752949
469	0.2251232768
470	0.2250058619
471	0.2247453571
472	0.2246647568
473	0.2244206907
474	0.2241938989
475	0.2239281905
476	0.2237100285
477	0.2235163377
478	0.223269956
479	0.2231354906
480	0.222922986
481	0.2228051411
482	0.222504006
483	0.2224352219
484	0.2221656673
485	0.2219451827
486	0.2218229285
487	0.22167431
488	0.221445592
489	0.221257023
490	0.2211585773
491	0.2210856867
492	0.2210075761
493	0.220919401
494	0.2205583781
495	0.2204928109
496	0.2204018506
497	0.220142909
498	0.2199471498
499	0.2196689035
500	0.2193540404
501	0.2192939734
502	0.2192341346
503	0.2190294078
504	0.2187472031
505	0.2186876288
506	0.2184810254
507	0.2183008046
508	0.2182533806
509	0.2181003213
510	0.2179090937
511	0.2177789094
512	0.2175338677
513	0.2174710378
514	0.2173253944
515	0.2172199322
516	0.2170156188
517	0.2169403256
518	0.2168532761
519	0.2166481321
520	0.2165540826
521	0.2163451167
522	0.2162643263
523	0.216129273
524	0.215900111
525	0.2158247448
526	0.2156550704
527	0.2155601574
528	0.2153957866
529	0.2153127974
530	0.2151430324
531	0.2149795588
532	0.2148245215
533	0.2146881359
534	0.2146125691
535	0.2145294776
536	0.2144089016
537	0.2143437976
538	0.2142295415
539	0.2141660147
540	0.2140997976
541	0.21399139
542	0.2139505291
543	0.2138926937
544	0.2138191986
545	0.2137181571
546	0.2136355292
547	0.2133877334
548	0.2131920947
549	0.2129494523
550	0.2129052107
551	0.2127591199
552	0.2125433187
553	0.2124839535
554	0.2123897926
555	0.2123235055
556	0.2122050947
557	0.2119951373
558	0.2118480252
559	0.2117703639
560	0.2116345338
561	0.2115061273
562	0.21138568
563	0.2113175561
564	0.2112516287
565	0.2111878443
566	0.2109688484
567	0.2107759823
568	0.2105071597
569	0.2102011802
570	0.2100258018
571	0.2097869216
572	0.2095802699
573	0.2095041998
574	0.2094136777
575	0.2092806255
576	0.2092172493
577	0.2091268962
578	0.2090382374
579	0.2088074505
580	0.2087196878
581	0.2086502985
582	0.2085762323
583	0.2084473249
584	0.2082204371
585	0.2080446201
586	0.2078497441
587	0.2076164848
588	0.2073541617
589	0.2071474721
590	0.2070699034
591	0.2070253558
592	0.2066840807
593	0.2065282908
594	0.2062171486
595	0.2060291318
596	0.2059901918
597	0.2059429126
598	0.2058929903
599	0.2058272978
600	0.2057267477
601	0.2056754469
602	0.2056094296
603	0.2055685034
604	0.2055031791
605	0.2054486759
606	0.2053703619
607	0.2053109968
608	0.2052515936
609	0.2052181261
610	0.2050568117
611	0.2050065236
612	0.2049168418
613	0.2048005081
614	0.2046469884
615	0.2044860929
616	0.2044375747
617	0.2042416691
618	0.204048642
619	0.2037760775
620	0.2036452829
621	0.2034915949
622	0.2032656957
623	0.203031809
624	0.202968029
625	0.2029088061
626	0.2028438358
627	0.2028021732
628	0.202720301
629	0.2026789465
630	0.2025270894
631	0.2022776277
632	0.2021404498
633	0.2019379831
634	0.2019015623
635	0.2018593604
636	0.20168988
637	0.2015374
638	0.2013171737
639	0.2011492478
640	0.2010837543
641	0.2010430823
642	0.2009918529
643	0.2009597685
644	0.2009128894
645	0.2007814009
646	0.2006540878
647	0.2006063631
648	0.200507359
649	0.2004532072
650	0.2004002528
651	0.2003252932
652	0.2002779136
653	0.2002290212
654	0.2001733109
655	0.1998618842
656	0.1996577959
657	0.1996011514
658	0.199432728
659	0.1992682087
660	0.199168555
661	0.198945519
662	0.198800016
663	0.1986768882
664	0.1986367499
665	0.1985477564
666	0.1983758156
667	0.1981473814
668	0.1980365682
669	0.1979012443
670	0.1975935383
671	0.1973492122
672	0.1973156397
673	0.1972223072
674	0.1971912155
675	0.1970441687
676	0.1969977832
677	0.1968091521
678	0.1966920227
679	0.1966560004
680	0.1964585886
681	0.1964231133
682	0.1963851751
683	0.1963395598
684	0.1962974465
685	0.1962468305
686	0.1960750741
687	0.1960269886
688	0.1958859348
689	0.1957420592
690	0.1955884743
691	0.1955050257
692	0.1953752606
693	0.1952355049
694	0.1951219337
695	0.195002587
696	0.1949669344
697	0.194919632
698	0.1947847627
699	0.194543244
700	0.1943839217
701	0.1943407552
702	0.1943065515
703	0.1942254048
704	0.1940562331
705	0.1939847037
706	0.1939448574
707	0.1938612133
708	0.1938050256
709	0.1936924852
710	0.1935119488
711	0.1934136685
712	0.1932765601
713	0.1932305198
714	0.1931048666
715	0.1930530328
716	0.1930058116
717	0.1929266053
718	0.1928755522
719	0.1928118222
720	0.1927743474
721	0.1927114926
722	0.1925635124
723	0.1924998977
724	0.1924528405
725	0.1924107804
726	0.1923589816
727	0.1922985766
728	0.1922497129
729	0.1921880497
730	0.1921523014
731	0.1921277379
732	0.1920757677
733	0.1920387543
734	0.1919052826
735	0.1918528518
736	0.1917977259
737	0.1917279151
738	0.19160452
739	0.191545025
740	0.1914886142
741	0.1913669146
742	0.1911809834
743	0.1911322365
744	0.1910870242
745	0.1909740726
746	0.1908069233
747	0.1907130528
748	0.1906538005
749	0.1906038463
750	0.1904916024
751	0.1904427228
752	0.1903108095
753	0.1902782986
754	0.1902310183
755	0.1900861961
756	0.1899893375
757	0.1898269145
758	0.1897259231
759	0.1895510974
760	0.1893986166
761	0.1893509595
762	0.1893079033
763	0.1892541023
764	0.1890976573
765	0.1890526039
766	0.1890091023
767	0.1889624617
768	0.1889132887
769	0.1888515628
770	0.1887426779
771	0.1886938908
772	0.1886380435
773	0.1885951993
774	0.1885546741
775	0.1884331924
776	0.1882458359
777	0.1880507413
778	0.1880007929
779	0.1878441027
780	0.1877019569
781	0.1875519391
782	0.1875098972
783	0.187353635
784	0.1873081993
785	0.1870975213
786	0.1869607086
787	0.1868677882
788	0.1868403333
789	0.1867864109
790	0.1866618478
791	0.186553058
792	0.1864845584
793	0.1864416594
794	0.1863249437
795	0.1861759211
796	0.1860320389
797	0.1859092048
798	0.185792723
799	0.185661822
800	0.1856125315
801	0.1855660772
802	0.1855012562
803	0.1854571923
804	0.1853645997
805	0.1853061501
806	0.1852683354
807	0.1852299134
808	0.1851917721
809	0.1851433707
810	0.1851133275
811	0.1850848292
812	0.1850226216
813	0.1849726577
814	0.1849204681
815	0.1848753964
816	0.1847103804
817	0.1846636398
818	0.1845616054
819	0.1845129196
820	0.1844542273
821	0.184357374
822	0.184332203
823	0.1842931644
824	0.1841407996
825	0.1840600807
826	0.1840219324
827	0.1839847079
828	0.1838848392
829	0.1838373335
830	0.1838105812
831	0.1837562722
832	0.1837189809
833	0.1836824786
834	0.1836301833
835	0.1836046945
836	0.1834905575
837	0.1834620427
838	0.1833488074
839	0.183268391
840	0.1832367589
841	0.1831814648
842	0.1831305171
843	0.1830934844
844	0.1830484597
845	0.1829753799
846	0.1829389116
847	0.1828778542
848	0.1828418065
849	0.1827275812
850	0.1826839612
851	0.182591182
852	0.1825453643
853	0.1824665039
854	0.1824127083
855	0.1822913669
856	0.1822542157
857	0.1822193953
858	0.1820873784
859	0.1820470459
860	0.1820039881
861	0.1819072037
862	0.1817835196
863	0.1817447365
864	0.1816394123
865	0.181559323
866	0.1815141323
867	0.1814632279
868	0.1814229566
869	0.1813854785
870	0.1813364076
871	0.1812375182
872	0.181135708
873	0.181085157
874	0.18099553
875	0.1809599698
876	0.1809309573
877	0.1808906052
878	0.18083452
879	0.1807949968
880	0.1806998731
881	0.1806077877
882	0.1805577046
883	0.180454782
884	0.1803556864
885	0.1803339923
886	0.1802946422
887	0.1801981069
888	0.1801575819
889	0.1801236946
890	0.1799755345
891	0.1798997041
892	0.1798612289
893	0.1797503864
894	0.1796417393
895	0.1795555722
896	0.1795310956
897	0.1794836081
898	0.1794341185
899	0.1793955862
900	0.1793397103
901	0.1792361977
902	0.1791986048
903	0.179133385
904	0.1790837224
905	0.1790450965
906	0.1789949569
907	0.1789574752
908	0.1789178431
909	0.1788927394
910	0.1788623775
911	0.1788216149
912	0.1787549662
913	0.1786137555
914	0.1785876207
915	0.178555066
916	0.1784543013
917	0.1784162486
918	0.1783328047
919	0.1782501843
920	0.1782308268
921	0.1781414097
922	0.1780942645
923	0.1780194119
924	0.1779226395
925	0.1778792699
926	0.1778316803
927	0.1777620907
928	0.1777296399
929	0.1776180407
930	0.1775894962
931	0.1775575002
932	0.1775360454
933	0.1774835788
934	0.1774634839
935	0.1774396004
936	0.1773604777
937	0.1773199865
938	0.1771398596
939	0.1771018312
940	0.1770702206
941	0.1769703191
942	0.1769306173
943	0.1768587155
944	0.176825803
945	0.1767667895
946	0.1767305006
947	0.1767113687
948	0.1766472371
949	0.1765214514
950	0.1764205251
951	0.1763518475
952	0.1763111805
953	0.1762770459
954	0.1761605498
955	0.1760612223
956	0.1759761494
957	0.1759391848
958	0.1758290715
959	0.1757244835
960	0.175643272
961	0.1755396012
962	0.1754504897
963	0.1754171805
964	0.1752865452
965	0.1752531295
966	0.1752212354
967	0.1751601455
968	0.1751160227
969	0.1750832488
970	0.1750510779
971	0.1749722208
972	0.1748854894
973	0.1748515301
974	0.1747929463
975	0.1747606026
976	0.1747246142
977	0.1746853665
978	0.1746518146
979	0.1745215042
980	0.1744917785
981	0.1743880532
982	0.1743339505
983	0.1742424316
984	0.1741296013
985	0.1740972249
986	0.1740242631
987	0.1739737632
988	0.1739401101
989	0.1739115134
990	0.1737880289
991	0.1737330161
992	0.1736264867
993	0.1735822938
994	0.1735586402
995	0.1734350697
996	0.1733330685
997	0.1732583221
998	0.1732208955
999	0.1731911334
